title,author,category,UK Key Stage,segments,char_count,word_count,sentence_count,avg_word_length,avg_sentence_length,type_token_ratio,pronoun_freq,function_words_count,punctuation_frequency,sentiment_polarity,sentiment_subjectivity,readability grades_Kincaid,readability grades_ARI,readability grades_Coleman-Liau,readability grades_FleschReadingEase,readability grades_GunningFogIndex,readability grades_LIX,readability grades_SMOGIndex,readability grades_RIX,readability grades_DaleChallIndex,sentence info_characters_per_word,sentence info_syll_per_word,sentence info_words_per_sentence,sentence info_sentences_per_paragraph,sentence info_type_token_ratio,sentence info_characters,sentence info_syllables,sentence info_words,sentence info_wordtypes,sentence info_sentences,sentence info_paragraphs,sentence info_long_words,sentence info_complex_words,sentence info_complex_words_dc,word usage_tobeverb,word usage_auxverb,word usage_conjunction,word usage_pronoun,word usage_preposition,word usage_nominalization,sentence beginnings_pronoun,sentence beginnings_interrogative,sentence beginnings_article,sentence beginnings_subordination,sentence beginnings_conjunction,sentence beginnings_preposition,NER_PERSON,NER_NORP,NER_FAC,NER_ORG,NER_GPE,NER_LOC,NER_PRODUCT,NER_EVENT,NER_WORK_OF_ART,NER_LAW,NER_LANGUAGE,EMOT_fear,EMOT_anger,EMOT_trust,EMOT_surprise,EMOT_positive,EMOT_negative,EMOT_sadness,EMOT_disgust,EMOT_joy,EMOT_anticipation
Shirley,Charlotte Brontë,,Key Stage 3 (KS3),"My mother would wear her out in a  few weeks. Shirley Keeldar manages better.--Mother, you have never hurt  Miss Keeldar's feelings yet. She wears armour under her silk dress that  you cannot penetrate."" Mrs. Yorke often complained that her children were mutinous. It was  strange that with all her strictness, with all her ""strong-mindedness,""  she could gain no command over them. A look from their father had more  influence with them than a lecture from her.",462.0,92.0,6.0,4.173913043478261,15.333333333333334,0.75,0.1304347826086956,42.0,0.0389610389610389,-0.0125,0.2375,30.26076923076923,39.55,11.259176564102567,17.034230769230803,33.764102564102565,97.23076923076924,15.24744871391589,15.0,11.351582051282053,4.666666666666667,1.3076923076923077,78.0,1.0,0.8076923076923077,364.0,102.0,78.0,63.0,1.0,1.0,15.0,5.0,19.0,2.0,3.0,1.0,18.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526315789473684,0.0526315789473684,0.1578947368421052,0.0,0.2105263157894736,0.2105263157894736,0.1052631578947368,0.0,0.1052631578947368,0.1052631578947368
The Fortunes and Misfortunes of the Famous Moll Flanders,Daniel Defoe,,Key Stage 5 (KS5),"""Madam,"" says  the minister, ""if you will have it be in the church, you shall; but I  assure you your marriage will be as firm here as in the church; we are  not tied by the canons to marry nowhere but in the church; and if you  will have it in the church, it will be a public as a county fair; and  as for the time of day, it does not at all weigh in this case; our  princes are married in their chambers, and at eight or ten o'clock at  night.""",446.0,109.0,1.0,3.220183486238532,109.0,0.5504587155963303,0.055045871559633,64.0,0.0381165919282511,0.15,0.3233333333333333,33.12106382978723,42.105106382978725,4.526467808510638,25.02500000000002,38.45106382978724,100.38297872340424,10.745966692414834,6.0,9.978687234042551,3.5106382978723403,1.0212765957446808,94.0,1.0,0.5957446808510638,330.0,96.0,94.0,56.0,1.0,1.0,6.0,2.0,10.0,5.0,5.0,6.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526315789473684,0.0,0.2631578947368421,0.0263157894736842,0.2105263157894736,0.0263157894736842,0.0263157894736842,0.0,0.1578947368421052,0.2368421052631578
The Valley of Fear,Arthur Conan Doyle,Detective Fiction,Key Stage 3 (KS3),"In his bedroom at his new abode McMurdo felt it safe to take out the  coining moulds, and under many a pledge of secrecy a number of brothers  from the lodge were allowed to come in and see them, each carrying away  in his pocket some examples of the false money, so cunningly struck  that there was never the slightest difficulty or danger in passing it.",355.0,70.0,1.0,4.085714285714285,70.0,0.7857142857142857,0.0142857142857142,35.0,0.0112676056338028,0.1472727272727272,0.550909090909091,25.883333333333336,31.69454545454545,8.873903606060612,27.04500000000003,29.430303030303037,84.18181818181819,15.24744871391589,12.0,10.737978787878788,4.2727272727272725,1.3333333333333333,66.0,1.0,0.803030303030303,282.0,88.0,66.0,53.0,1.0,1.0,12.0,5.0,16.0,2.0,0.0,3.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0952380952380952,0.0952380952380952,0.1904761904761904,0.0952380952380952,0.1428571428571428,0.0952380952380952,0.0952380952380952,0.0,0.1428571428571428,0.0476190476190476
The Brothers Karamazov,Fyodor Dostoyevsky,,Key Stage 3 (KS3),"It's a useless  institution. I mean to go into all that. But what's that sentimentality  you've got up there? The whole class seems to be there every day."" ""Not the whole class: it's only ten of our fellows who go to see him  every day. There's nothing in that."" ""What I don't understand in all this is the part that Alexey Karamazov  is taking in it. His brother's going to be tried to‐morrow or next day  for such a crime, and yet he has so much time to spend on  sentimentality with boys.""",492.0,115.0,8.0,3.4695652173913043,14.375,0.6782608695652174,0.0434782608695652,55.0,0.0447154471544715,-0.0236111111111111,0.3763888888888889,37.469306930693065,46.37108910891089,5.504517198019805,6.318019801980228,43.17227722772277,109.91089108910892,17.491376746189438,9.0,11.460159405940594,3.6732673267326734,1.1584158415841583,101.0,1.0,0.7128712871287128,371.0,117.0,101.0,72.0,1.0,1.0,9.0,7.0,18.0,4.0,0.0,4.0,15.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.375,0.25,0.0,0.0,0.0,0.125
Household Tales by Brothers Grimm,Jacob Grimm and Wilhelm Grimm,Harvard Classics,Key Stage 4 (KS4),"""Bird,"" said the shoemaker, ""now sing me that song again."" ""Nay,"" said the bird, ""I do not sing twice for nothing; thou must give  me something."" ""Wife,"" said the man, ""go to the garret, upon the top  shelf there stands a pair of red shoes, bring them down."" Then the wife  went and brought the shoes. ""There, bird,"" said the man, ""now sing me  that piece again.""",363.0,100.0,5.0,3.09,20.0,0.52,0.05,30.0,0.0909090909090909,0.1148148148148148,0.262962962962963,21.81164179104478,30.347611940298517,6.574927044776121,58.01805970149256,27.99402985074627,72.97014925373135,10.745966692414834,4.0,8.373729850746269,3.880597014925373,0.9552238805970148,67.0,1.0,0.7014925373134329,260.0,64.0,67.0,47.0,1.0,1.0,4.0,2.0,6.0,0.0,1.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.0,0.1666666666666666,0.0,0.1666666666666666,0.2222222222222222
Shirley,Charlotte Brontë,,Key Stage 3 (KS3),"She had evinced the fact more than once--evinced it by stopping to speak  to her in the churchyard on Sundays; by inviting her, almost hospitably,  to come to Briarmains; evinced it to-day by the grand condescension of a  personal visit. Her reasons for the preference, as assigned by herself,  were that Miss Moore was a woman of steady deportment, without the least  levity of conversation or carriage; also that, being a foreigner, she  must feel the want of a friend to countenance her.",490.0,97.0,2.0,4.144329896907217,48.5,0.6597938144329897,0.0618556701030927,46.0,0.0306122448979591,0.1733333333333333,0.5399999999999999,34.55108433734941,42.20132530120482,11.470938289156631,-4.819638554216851,40.42891566265061,108.3012048192771,24.213203435596427,21.0,11.748360240963857,4.698795180722891,1.5060240963855422,83.0,1.0,0.7228915662650602,390.0,125.0,83.0,60.0,1.0,1.0,21.0,15.0,21.0,3.0,1.0,1.0,11.0,17.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526315789473684,0.0526315789473684,0.2631578947368421,0.1052631578947368,0.1578947368421052,0.1052631578947368,0.0526315789473684,0.0526315789473684,0.1052631578947368,0.0526315789473684
Men of Iron,Howard Pyle,Fantasy,Key Stage 2 (KS2),"Perhaps it was the calm sturdy strength, the courage of the young  knight, that first appealed to the Prince's royal heart; perhaps  afterwards it was the more sterling qualities that underlaid that  courage that drew him to the young man; certain it was that in two weeks  Myles was the acknowledged favorite.",310.0,58.0,1.0,4.396551724137931,58.0,0.6551724137931034,0.0172413793103448,25.0,0.0193548387096774,0.2806122448979591,0.5649659863945579,19.77433962264151,27.198113207547173,11.2651510754717,47.689056603773615,25.72830188679245,77.52830188679245,16.41640786499874,13.0,10.436243396226416,4.69811320754717,1.2452830188679245,53.0,1.0,0.660377358490566,249.0,66.0,53.0,35.0,1.0,1.0,13.0,6.0,14.0,4.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.125,0.0833333333333333,0.4166666666666667,0.0416666666666666,0.0,0.0,0.1666666666666666,0.125
Ben-Hur: A tale of the Christ,Lew Wallace,,Key Stage 3 (KS3),"Youth is but the painted shell within  which, continually growing, lives that wondrous thing the spirit of  man, biding its moment of apparition, earlier in some than in others. She trembled under a perception that this might be the supreme moment  come to him; that as children at birth reach out their untried hands  grasping for shadows, and crying the while, so his spirit might, in  temporary blindness, be struggling to take hold of its impalpable  future.",462.0,88.0,2.0,4.318181818181818,44.0,0.7386363636363636,0.0227272727272727,38.0,0.0238095238095238,-0.0666666666666666,0.4083333333333334,30.684155844155843,39.6412987012987,11.992413389610393,12.21766233766236,33.3974025974026,99.07792207792208,15.24744871391589,17.0,11.967128571428573,4.792207792207792,1.3766233766233766,77.0,1.0,0.8051948051948052,369.0,106.0,77.0,62.0,1.0,1.0,17.0,5.0,22.0,3.0,2.0,2.0,10.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1363636363636363,0.0454545454545454,0.0454545454545454,0.0909090909090909,0.2272727272727272,0.1818181818181818,0.1363636363636363,0.0,0.0454545454545454,0.0909090909090909
Cranford,Elizabeth Cleghorn Gaskell,,Key Stage 5 (KS5),"It  sounds very strange, and as if it was not natural. I never thought of  it before; but, now you have named it, I am all in a puzzle."" It was very certain Miss Pole would obtain no wise decision from Miss  Matty, who got more bewildered every moment, and more perplexed as to  etiquettes of address. ""Well, I really think,"" said Miss Pole, ""I had better just go and tell  Mrs Forrester about our little difficulty.",416.0,94.0,4.0,3.606382978723404,23.5,0.7021276595744681,0.0531914893617021,41.0,0.0408653846153846,0.1726071428571428,0.5337857142857143,30.07116883116884,36.52168831168832,8.097966623376625,16.612467532467562,34.43636363636364,91.28571428571428,17.491376746189438,11.0,9.91647922077922,4.12987012987013,1.324675324675325,77.0,1.0,0.7922077922077922,318.0,102.0,77.0,61.0,1.0,1.0,11.0,7.0,12.0,2.0,1.0,4.0,11.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.1,0.1,0.3,0.1,0.0,0.0,0.1
The Story of an African Farm,Olive Schreiner,,Key Stage 3 (KS3),"""It is not written  there--not on that wood. How did you know it?"" ""Certainly,"" said the stranger, ""the whole of the story is not written  here, but it is suggested. And the attribute of all true art, the  highest and the lowest, is this--that it rays more than it says, and  takes you away from itself. It is a little door that opens into an  infinite hall where you may find what you please.",393.0,94.0,5.0,3.404255319148936,18.8,0.6276595744680851,0.0425531914893617,49.0,0.0508905852417302,0.2153571428571428,0.5242857142857142,27.142972972972974,34.600945945945945,7.557144229729733,32.26283783783785,31.762162162162163,87.51351351351352,13.954451150103322,10.0,9.654062162162164,4.04054054054054,1.1756756756756757,74.0,1.0,0.7162162162162162,299.0,87.0,74.0,53.0,1.0,1.0,10.0,4.0,11.0,5.0,1.0,4.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1052631578947368,0.0,0.0526315789473684,0.1052631578947368,0.2105263157894736,0.1578947368421052,0.1052631578947368,0.0,0.1578947368421052,0.1052631578947368
This Side of Paradise,F. Scott Fitzgerald,,Key Stage 4 (KS4),"No—Amory had no trade. ""Clerk, eh?"" No—Amory was not a clerk. ""Whatever your line is,"" said the little man, seeming to agree        wisely with something Amory had said, ""now is the time of        opportunity and business openings."" He glanced again toward the        big man, as a lawyer grilling a witness glances involuntarily at        the jury. Amory decided that he must say something and for the life of him        could think of only one thing to say.",459.0,93.0,6.0,3.817204301075269,15.5,0.6774193548387096,0.032258064516129,34.0,0.037037037037037,0.128125,0.625,31.168461538461543,37.49692307692308,8.696164589743592,10.526538461538491,34.789743589743594,94.66666666666669,17.491376746189438,13.0,10.74427435897436,4.230769230769231,1.3846153846153846,78.0,1.0,0.7435897435897436,330.0,108.0,78.0,58.0,1.0,1.0,13.0,7.0,16.0,3.0,2.0,2.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0909090909090909,0.2727272727272727,0.0,0.1818181818181818,0.0909090909090909,0.0,0.0909090909090909,0.0,0.1818181818181818
The Moonstone,Wilkie Collins,Detective Fiction,Key Stage 2 (KS2),"Later still, at midnight, the  police, having occasion to search the common lodging-house where they  lived, had seen them all three again, and their little boy with them,  as usual. Soon after midnight I myself had safely shut up the house. Plainer evidence than this, in favour of the Indians, there could not  well be. The magistrate said there was not even a case of suspicion  against them so far.",402.0,82.0,4.0,4.0,20.5,0.7560975609756098,0.0609756097560975,39.0,0.0323383084577114,-0.0229166666666666,0.4583333333333333,26.88142857142857,34.83228571428571,10.319847942857148,27.01357142857144,30.857142857142858,84.28571428571429,15.24744871391589,10.0,10.040928571428571,4.514285714285714,1.2857142857142858,70.0,1.0,0.8571428571428571,316.0,90.0,70.0,60.0,1.0,1.0,10.0,5.0,13.0,2.0,1.0,1.0,8.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.1666666666666666,0.0,0.1666666666666666,0.25,0.0833333333333333,0.0833333333333333,0.0,0.0
The Secret Adversary,Agatha Christie,Detective Fiction,Key Stage 2 (KS2),"A SET BACK    THE moment was not quite so triumphant as it ought to have been. To  begin with, the resources of Tommy's pockets were somewhat limited. In  the end the fare was managed, the lady recollecting a plebeian twopence,  and the driver, still holding the varied assortment of coins in his  hand, was prevailed upon to move on, which he did after one last hoarse  demand as to what the gentleman thought he was giving him? ""I think you've given him too much, Tommy,"" said Tuppence innocently.",499.0,104.0,4.0,3.9038461538461537,26.0,0.7596153846153846,0.0576923076923076,45.0,0.032064128256513,0.1257142857142857,0.2219047619047619,34.45666666666666,43.87533333333334,9.219139422222224,8.325000000000031,40.88888888888889,107.77777777777776,21.16590212458495,16.0,11.960277777777778,4.311111111111111,1.2666666666666666,90.0,1.0,0.8222222222222222,388.0,114.0,90.0,74.0,1.0,1.0,16.0,11.0,22.0,6.0,1.0,1.0,8.0,12.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1666666666666666,0.0,0.2777777777777778,0.1666666666666666,0.0555555555555555,0.0,0.1111111111111111,0.1111111111111111
Emma,Jane Austen,,Key Stage 4 (KS4),"He  _had_ despaired at one period; he had received such an injunction to  caution and silence, as for the time crushed every hope;—she had begun  by refusing to hear him.—The change had perhaps been somewhat  sudden;—her proposal of taking another turn, her renewing the  conversation which she had just put an end to, might be a little  extraordinary!—She felt its inconsistency; but Mr. Knightley was so  obliging as to put up with it, and seek no farther explanation.",470.0,91.0,1.0,4.241758241758242,91.0,0.8131868131868132,0.0439560439560439,38.0,0.0297872340425531,-0.0958333333333333,0.3666666666666667,33.22658536585365,40.82243902439024,10.369410512195124,2.895243902439063,40.11707317073172,105.17073170731707,24.213203435596427,19.0,11.16979756097561,4.512195121951219,1.4268292682926829,82.0,1.0,0.8414634146341463,370.0,117.0,82.0,69.0,1.0,1.0,19.0,15.0,18.0,3.0,1.0,3.0,10.0,10.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1290322580645161,0.0967741935483871,0.064516129032258,0.0967741935483871,0.1290322580645161,0.1290322580645161,0.032258064516129,0.064516129032258,0.064516129032258,0.1935483870967742
Bleak House,Charles Dickens,,Key Stage 3 (KS3),"We  had no more purchases to make now; I had completed all his packing  early in the afternoon; and our time was disengaged until night, when  he was to go to Liverpool for Holyhead. Jarndyce and Jarndyce being  again expected to come on that day, Richard proposed to me that we  should go down to the court and hear what passed. As it was his last  day, and he was eager to go, and I had never been there, I gave my  consent and we walked down to Westminster, where the court was then  sitting.",495.0,106.0,3.0,3.707547169811321,35.333333333333336,0.6226415094339622,0.0849056603773584,61.0,0.0222222222222222,-0.0935185185185185,0.3074074074074074,35.7442105263158,45.00915789473684,7.530941284210527,7.9994736842105425,40.526315789473685,110.78947368421052,16.41640786499874,15.0,10.84165789473684,4.021052631578947,1.2105263157894737,95.0,1.0,0.6631578947368421,382.0,115.0,95.0,63.0,1.0,1.0,15.0,6.0,15.0,7.0,1.0,6.0,16.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1538461538461538,0.1538461538461538,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0,0.0,0.0,0.0769230769230769,0.3846153846153846
A Princess of Mars,Edgar Rice Burroughs,Science Fiction,Key Stage 5 (KS5),"Only a few days since you, yourself, told  me that these great brutes, by the uncertainty of their tempers, often  were the means of turning victory into defeat, since, at a crucial  moment, they might elect to unseat and rend their riders."" ""Show me how you accomplish these results,"" was Tars Tarkas' only  rejoinder. And so I explained as carefully as I could the entire method of  training I had adopted with my beasts, and later he had me repeat it  before Lorquas Ptomel and the assembled warriors.",504.0,104.0,3.0,3.980769230769231,34.666666666666664,0.7211538461538461,0.0961538461538461,48.0,0.0317460317460317,0.1444444444444444,0.7083333333333334,34.55272727272727,43.71147727272727,10.255489920454549,4.074090909090941,39.290909090909096,106.1818181818182,19.431676725154983,16.0,12.845959090909092,4.488636363636363,1.3409090909090908,88.0,1.0,0.7954545454545454,395.0,118.0,88.0,70.0,1.0,1.0,16.0,9.0,27.0,2.0,2.0,4.0,18.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2142857142857142,0.0,0.3571428571428571,0.1428571428571428,0.0714285714285714,0.0,0.1428571428571428,0.0714285714285714
English Fairy Tales,Unknown,"Children's Myths, Fairy tales, etc.",Key Stage 4 (KS4),"Everybody  at his approach ran out of their houses, while he seized on their  cattle, making nothing of carrying half-a-dozen oxen on his back at a  time; and as for their sheep and hogs, he would tie them round his waist  like a bunch of tallow-dips. He had done this for many years, so that  all Cornwall was in despair. One day Jack happened to be at the town-hall when the magistrates were  sitting in council about the Giant. He asked: ""What reward will be given  to the man who kills Cormoran?""",500.0,104.0,4.0,3.8846153846153846,26.0,0.7596153846153846,0.048076923076923,50.0,0.032,0.075,0.475,34.91173913043478,44.53630434782608,8.803050456521746,8.624565217391321,38.53913043478261,107.21739130434784,13.954451150103322,14.0,11.460678260869566,4.239130434782608,1.2391304347826086,92.0,1.0,0.782608695652174,390.0,114.0,92.0,72.0,1.0,1.0,14.0,4.0,19.0,4.0,2.0,2.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.0714285714285714,0.1428571428571428,0.0714285714285714,0.1428571428571428,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.2142857142857142
Great Expectations,Charles Dickens,,Key Stage 4 (KS4),"To the present moment, I believe it to have been  referable to some pure fire of generosity and disinterestedness in my  love for her, that I could not endure the thought of her stooping to  that hound. No doubt I should have been miserable whomsoever she had  favoured; but a worthier object would have caused me a different kind  and degree of distress. It was easy for me to find out, and I did soon find out, that Drummle  had begun to follow her closely, and that she allowed him to do it.",494.0,102.0,3.0,3.882352941176471,34.0,0.6470588235294118,0.1176470588235294,58.0,0.0182186234817813,0.1068027210884353,0.6333333333333334,35.7789247311828,44.669677419354834,8.348820268817207,4.188387096774221,40.64086021505377,110.20430107526882,18.491933384829668,16.0,11.135644086021506,4.161290322580645,1.2795698924731185,93.0,1.0,0.6774193548387096,387.0,119.0,93.0,63.0,1.0,1.0,16.0,8.0,17.0,3.0,3.0,5.0,20.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088235294117647,0.0588235294117647,0.1176470588235294,0.088235294117647,0.1764705882352941,0.088235294117647,0.088235294117647,0.0588235294117647,0.1176470588235294,0.1176470588235294
Daniel Deronda,George Eliot,,Key Stage 5 (KS5),"""Is he not disagreeable?"" ""No, not particularly,"" said Grandcourt, in his most languid way. ""He  thinks a little too much of himself. I thought he had been introduced  to you."" ""No. Some one told me his name the evening before I came away. That was  all. What is he?"" ""A sort of ward of Sir Hugo Mallinger's. Nothing of any consequence."" ""Oh, poor creature! How very unpleasant for him!"" said Gwendolen,  speaking from the lip, and not meaning any sarcasm. ""I wonder if it has  left off raining!""",496.0,123.0,14.0,3.398373983739837,8.785714285714286,0.6585365853658537,0.08130081300813,51.0,0.0705645161290322,-0.1529761904761904,0.4476190476190476,33.83685393258428,42.59797752808988,8.245013292134832,10.987640449438231,38.29662921348315,109.2247191011236,16.41640786499874,18.0,11.066967415730335,4.146067415730337,1.247191011235955,89.0,1.0,0.8426966292134831,369.0,111.0,89.0,75.0,1.0,1.0,18.0,6.0,17.0,4.0,0.0,1.0,15.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0,0.3333333333333333,0.1666666666666666,0.25,0.0,0.0833333333333333
The Forsyte Saga - Complete,John Galsworthy,,Key Stage 3 (KS3),"There was dust everywhere, the room could not have been        cleaned for weeks, and June, quick to catch at anything that        should buoy up her hope, saw in it a sign that he had been        obliged, for economy's sake, to give up his servant. She looked into the bedroom; the bed was roughly made, as though        by the hand of man. Listening intently, she darted in, and peered        into his cupboards. A few shirts and collars, a pair of muddy        boots—the room was bare even of garments.",505.0,103.0,4.0,3.6601941747572817,25.75,0.6990291262135923,0.0388349514563106,46.0,0.0316831683168316,0.0208333333333333,0.275,33.30651685393259,42.12168539325842,7.650421617977528,14.78988764044945,37.84719101123596,103.6067415730337,15.24744871391589,13.0,11.244383146067417,4.044943820224719,1.202247191011236,89.0,1.0,0.7752808988764045,360.0,107.0,89.0,69.0,1.0,1.0,13.0,5.0,18.0,5.0,2.0,3.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2307692307692307,0.1538461538461538,0.1538461538461538,0.2307692307692307,0.0,0.0769230769230769,0.0769230769230769,0.0769230769230769
The three musketeers,Alexandre Dumas and Auguste Maquet,Adventure,Key Stage 2 (KS2),"continued Bonacieux, throwing himself  at his Eminence's feet, ""ah, how truly you are the cardinal, the great  cardinal, the man of genius whom all the world reveres!"" The cardinal, however contemptible might be the triumph gained over so  vulgar a being as Bonacieux, did not the less enjoy it for an instant;  then, almost immediately, as if a fresh thought has occurred, a smile  played upon his lips, and he said, offering his hand to the mercer,  ""Rise, my friend, you are a worthy man.""",492.0,108.0,2.0,3.759259259259259,54.0,0.6851851851851852,0.0277777777777777,43.0,0.0467479674796747,0.1833333333333333,0.5479166666666666,34.415116279069764,42.32686046511628,9.767524476744187,1.4984883720930495,39.51627906976745,106.93023255813954,21.16590212458495,18.0,11.941402325581397,4.406976744186046,1.3953488372093024,86.0,1.0,0.7906976744186046,379.0,120.0,86.0,68.0,1.0,1.0,18.0,11.0,22.0,4.0,1.0,1.0,9.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037,0.1851851851851851,0.037037037037037,0.2592592592592592,0.1111111111111111,0.0,0.074074074074074,0.1481481481481481,0.1481481481481481
Around the World in Eighty Days,Jules Verne,Adventure,Key Stage 4 (KS4),"Benares was Sir Francis Cromarty's destination, the troops he was  rejoining being encamped some miles northward of the city. He bade  adieu to Phileas Fogg, wishing him all success, and expressing the hope  that he would come that way again in a less original but more  profitable fashion. Mr. Fogg lightly pressed him by the hand.",332.0,63.0,3.0,4.333333333333333,21.0,0.8095238095238095,0.0793650793650793,25.0,0.0240963855421686,0.2816666666666666,0.4033333333333333,23.201403508771936,28.967368421052637,11.016270298245615,30.24315789473686,27.712280701754384,85.0701754385965,17.491376746189438,16.0,12.83510350877193,4.649122807017544,1.4035087719298245,57.0,1.0,0.8596491228070176,265.0,80.0,57.0,49.0,1.0,1.0,16.0,7.0,23.0,3.0,1.0,2.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.0714285714285714,0.1428571428571428,0.2142857142857142,0.0,0.0714285714285714,0.0,0.2142857142857142,0.2142857142857142
Nostromo: A Tale of the Seaboard,Joseph Conrad,,Key Stage 4 (KS4),"Decoud did not stir. Behind him, on the back of the chair from which he had risen, hung his  elegant Parisian overcoat, with a pearl-grey silk lining. But when he  turned back to come to the table the candlelight fell upon a face that  was grimy and scratched. His rosy lips were blackened with heat, the  smoke of gun-powder. Dirt and rust tarnished the lustre of his short  beard.",382.0,78.0,5.0,3.9615384615384617,15.6,0.7307692307692307,0.0384615384615384,34.0,0.0287958115183246,0.0199999999999999,0.4,26.19826086956522,33.54826086956522,9.334964405797106,30.13043478260872,31.07826086956522,82.04347826086956,16.41640786499874,9.0,10.720349275362318,4.3478260869565215,1.2608695652173914,69.0,1.0,0.7971014492753623,300.0,87.0,69.0,55.0,1.0,1.0,9.0,6.0,16.0,2.0,0.0,3.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0
